record_id,session_id,timestamp_iso,pump_model,firmware_version,entry_time_ms,total_keypresses,large_up_count,small_up_count,small_down_count,large_down_count,correction_count,boundary_hit_count,large_btn_ratio,golden_path_ratio,final_rate_ml_h,intended_rate_ml_h,error_magnitude_ml_h,relative_error,confirmed_incorrect,drug_unit_used,drug_id,drug_name,drug_library_used,guardrail_soft_min,guardrail_soft_max,guardrail_hard_min,guardrail_hard_max,guardrail_warning_shown,guardrail_override,guardrail_blocked,rate_within_soft_limits,vtbi_set,vtbi_value_ml,kvo_rate_ml_h,bolus_delivered,bolus_volume_ml,secondary_infusion,patient_weight_kg,pressure_alarm_level,days_since_maintenance,battery_level_pct,firmware_version_risk,network_connected,drug_library_age_days,config_drift_score,recent_occlusion_alarms,alarms_during_session,risk_label,risk_score,risk_reasons,design_score,interaction_score,configuration_score,system_score,composite_score,grade,design_reasons,interaction_reasons,configuration_reasons,system_reasons,guardrail_advisory_shown,guardrail_advisory_acknowledged,spacecom2_connected,firmware_signed,recall_batch_affected,bolus_max_ml
alaris_0043_ideal,alaris-19de0a94020-002a,2026-04-30T23:11:21.590Z,alaris_gp,9.12,1579,5,5,0,0,0,0,0,1.0,1.0,44.444,45.556,1.112,0.0244,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,3,91,0,1,9,0.049,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0044_ideal,alaris-19de0a94021-002b,2026-04-30T23:11:21.590Z,alaris_gp,9.12,2514,8,0,8,0,0,0,0,0.0,1.0,10.0,10.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,0,0,1,0,0,0,70,5,20,100,0,1,6,0.037,0,0,low,0.263,['R13: VTBI not set — no infusion completion detection'],1.0,0.0,0.25,0.0,0.263,B,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],['R13: VTBI not set — no infusion completion detection'],[],,,,,,
alaris_0045_neglected,alaris-19de0a94022-002c,2026-04-30T23:11:21.590Z,alaris_gp,7.2.0,2475,4,3,1,0,0,0,0,0.75,1.0,33.889,30.0,3.889,0.1296,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,222,41,0,0,209,0.323,1,0,medium,0.401,"['R10: 10% dose error (≥10% relative error)', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring']",1.0,0.4,0.0,0.325,0.401,C,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",['R10: 10% dose error (≥10% relative error)'],[],"['R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring']",,,,,,
alaris_0046_ideal,alaris-19de0a94023-002d,2026-04-30T23:11:21.590Z,alaris_gp,9.12,2178,7,6,1,0,0,0,0,0.857,1.0,50.556,51.667,1.111,0.0215,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,13,80,0,1,1,0.041,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0047_ideal,alaris-19de0a94024-002e,2026-04-30T23:11:21.590Z,alaris_gp,9.12,2189,7,0,7,0,0,0,0,0.0,1.0,14.4,14.4,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,64,5,2,97,0,1,14,0.04,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0048_ideal,alaris-19de0a94025-002f,2026-04-30T23:11:21.590Z,alaris_gp,9.12,1249,4,0,4,0,0,0,0,0.0,1.0,15.525,15.525,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,92,5,30,96,0,1,2,0.019,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0049_emergency,alaris-19de0a94026-0030,2026-04-30T23:11:21.590Z,alaris_gp,9.12,1666,8,3,5,0,0,0,0,0.375,1.0,135.0,133.0,2.0,0.015,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,116,44,0,0,29,0.436,3,0,medium,0.389,"['R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']",1.0,0.0,0.325,0.43,0.389,C,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],"['R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection']","['R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']",,,,,,
alaris_0050_ideal,alaris-19de0a94027-0031,2026-04-30T23:11:21.590Z,alaris_gp,9.12,3808,12,4,8,0,0,0,0,0.333,1.0,1.048,1.05,0.002,0.0019,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,8,90,0,1,12,0.046,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0051_ideal,alaris-19de0a94029-0032,2026-04-30T23:11:21.591Z,alaris_gp,9.12,4420,14,0,0,3,11,0,0,0.786,1.0,0.887,0.882,0.005,0.0057,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,26,99,0,1,2,0.016,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0052_emergency,alaris-19de0a9402a-0033,2026-04-30T23:11:21.591Z,alaris_gp,9.12,1259,6,5,1,0,0,0,0,0.833,1.0,151.0,153.0,2.0,0.0131,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,95,57,0,0,16,0.262,0,0,medium,0.356,"['R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection', 'R18: Not connected to Gateway — no remote monitoring']",1.0,0.0,0.325,0.3,0.356,C,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],"['R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection']",['R18: Not connected to Gateway — no remote monitoring'],,,,,,
alaris_0053_ideal,alaris-19de0a9402b-0034,2026-04-30T23:11:21.591Z,alaris_gp,9.12,328,1,0,1,0,0,0,0,0.0,1.0,8.325,8.325,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,74,5,16,85,0,1,6,0.001,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0054_neglected,alaris-19de0a9402c-0035,2026-04-30T23:11:21.591Z,alaris_gp,7.2.0,14703,22,20,0,2,0,1,1,0.909,0.815,1.198,1.329,0.131,0.0986,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,0,0,1,0,0,0,70,5,215,15,0,0,269,0.483,3,0,medium,0.445,"['R13: VTBI not set — no infusion completion detection', 'R15: Boundary hit during rate entry — operator tested limits', 'R16: Drug library outdated (>90 days since update)', 'R17: Battery critically low (<20%)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']",1.0,0.2,0.25,0.49,0.445,C,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",['R15: Boundary hit during rate entry — operator tested limits'],['R13: VTBI not set — no infusion completion detection'],"['R16: Drug library outdated (>90 days since update)', 'R17: Battery critically low (<20%)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']",,,,,,
alaris_0055_ideal,alaris-19de0a9402d-0036,2026-04-30T23:11:21.591Z,alaris_gp,9.12,2867,9,6,3,0,0,0,0,0.667,1.0,51.667,52.778,1.111,0.0211,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,20,87,0,1,7,0.013,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0056_neglected,alaris-19de0a9402e-0037,2026-04-30T23:11:21.591Z,alaris_gp,7.2.0,5226,6,0,5,1,0,1,2,0.0,1.5,6.0,5.0,1.0,0.2,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,237,24,0,0,254,0.65,3,0,medium,0.51,"['R10: 10% dose error (≥10% relative error)', 'R13: VTBI not set — no infusion completion detection', 'R15: Boundary hit during rate entry — operator tested limits', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard', 'R20: Recent occlusion alarms (≥3 in last 24h)']",1.0,0.42,0.25,0.485,0.51,D,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]","['R10: 10% dose error (≥10% relative error)', 'R15: Boundary hit during rate entry — operator tested limits']",['R13: VTBI not set — no infusion completion detection'],"['R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard', 'R20: Recent occlusion alarms (≥3 in last 24h)']",,,,,,
alaris_0057_ideal,alaris-19de0a9402f-0038,2026-04-30T23:11:21.591Z,alaris_gp,9.12,1288,4,1,3,0,0,0,0,0.25,1.0,23.962,25.294,1.332,0.0527,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,71,5,18,94,0,1,8,0.03,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0058_neglected,alaris-19de0a94030-0039,2026-04-30T23:11:21.591Z,alaris_gp,7.2.0,4373,5,1,1,3,0,1,0,0.2,0.625,18.0,20.0,2.0,0.1,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,1,0,0,1,0,0,1,0,0,0,70,5,261,36,0,0,154,0.49,3,0,medium,0.496,"['R10: 10% dose error (≥10% relative error)', 'R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']",1.0,0.4,0.25,0.455,0.496,C,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",['R10: 10% dose error (≥10% relative error)'],['R13: VTBI not set — no infusion completion detection'],"['R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']",,,,,,
alaris_0059_neglected,alaris-19de0a94032-003a,2026-04-30T23:11:21.592Z,alaris_gp,7.2.0,1948,3,0,3,0,0,0,0,0.0,1.0,13.0,13.0,0.0,0.0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,0,0,0,1,1,510,1,0,0,0,70,5,162,28,0,0,206,0.768,2,0,low,0.281,"['R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']",1.0,0.0,0.0,0.325,0.281,B,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],"['R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']",,,,,,
alaris_0060_ideal,alaris-19de0a94033-003b,2026-04-30T23:11:21.592Z,alaris_gp,9.12,2515,8,0,8,0,0,0,0,0.0,1.0,10.0,10.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,12,99,0,1,3,0.046,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0061_ideal,alaris-19de0a94034-003c,2026-04-30T23:11:21.592Z,alaris_gp,9.12,1882,6,0,6,0,0,0,0,0.0,1.0,8.0,8.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,7,99,0,1,14,0.029,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0062_ideal,alaris-19de0a94035-003d,2026-04-30T23:11:21.592Z,alaris_gp,9.12,611,2,0,2,0,0,0,0,0.0,1.0,4.0,4.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,29,91,0,1,13,0.001,0,0,low,0.2,[],1.0,0.0,0.0,0.0,0.2,A,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",[],[],[],,,,,,
alaris_0063_emergency,alaris-19de0a94036-003e,2026-04-30T23:11:21.592Z,alaris_gp,9.12,5307,25,15,8,2,0,1,0,0.6,1.19,256.0,230.0,26.0,0.113,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,1,510,1,0,0,0,70,5,7,43,0,1,33,0.301,3,0,medium,0.615,"['R04: MANUAL mode with high rate (>200 ml/h) — no library protection', 'R10: 10% dose error (≥10% relative error)', 'R12: MANUAL mode — no drug library protection', 'R20: Recent occlusion alarms (≥3 in last 24h)']",1.0,0.4,0.78,0.4,0.615,D,"['Guardrail tiers = 2 (0.05 penalty) [IEC 60601-2-24:2012]', '13 published CVE(s) × 0.04/CVE (capped at 0.4): +0.40 [CISA ICS-CERT]', 'Critical CVE (CVSS 9.8 >= 9.0): +0.15 [NVD CVSS v3.1]', 'Firmware not cryptographically signed — remote replacement risk: +0.15 [CVE-2021-33885]', 'Cleartext network transmission — PHI eavesdropping risk: +0.08 [CVE-2021-33883]', '3 FDA Class I recall(s) × 0.06/recall: +0.18 [FDA MedWatch]', '2 FDA Class II recall(s) × 0.02/recall: +0.04 [FDA MedWatch]', ""Display quality 'text_lcd': +0.04 [FDA Human Factors Guidance]""]",['R10: 10% dose error (≥10% relative error)'],"['R04: MANUAL mode with high rate (>200 ml/h) — no library protection', 'R12: MANUAL mode — no drug library protection']",['R20: Recent occlusion alarms (≥3 in last 24h)'],,,,,,
