record_id,session_id,timestamp_iso,pump_model,firmware_version,entry_time_ms,total_keypresses,large_up_count,small_up_count,small_down_count,large_down_count,correction_count,boundary_hit_count,large_btn_ratio,golden_path_ratio,final_rate_ml_h,intended_rate_ml_h,error_magnitude_ml_h,relative_error,confirmed_incorrect,drug_unit_used,drug_id,drug_name,drug_library_used,guardrail_soft_min,guardrail_soft_max,guardrail_hard_min,guardrail_hard_max,guardrail_warning_shown,guardrail_override,guardrail_blocked,rate_within_soft_limits,vtbi_set,vtbi_value_ml,kvo_rate_ml_h,bolus_delivered,bolus_volume_ml,secondary_infusion,patient_weight_kg,pressure_alarm_level,days_since_maintenance,battery_level_pct,firmware_version_risk,network_connected,drug_library_age_days,config_drift_score,recent_occlusion_alarms,alarms_during_session,risk_label,risk_score,risk_reasons
alaris_0011_neglected,alaris-19d272f77c8-000a,2026-03-25T22:48:35.518Z,alaris_gp,7.2.0,637,1,0,0,1,0,0,0,0.0,1.0,4.95,3.712,1.238,0.3335,1,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,66,5,267,39,0,0,269,0.536,4,0,high,0.965,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0012_neglected,alaris-19d272f77c9-000b,2026-03-25T22:48:35.518Z,alaris_gp,7.2.0,8824,14,3,8,3,0,1,0,0.214,1.75,36.111,36.111,0.0,0.0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,0,0,1,0,0,0,70,5,291,32,0,0,297,0.516,2,0,medium,0.35,"['R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']"
alaris_0013_neglected,alaris-19d272f77ca-000c,2026-03-25T22:48:35.518Z,alaris_gp,7.2.0,9264,13,2,2,9,0,1,0,0.154,3.25,27.337,37.969,10.632,0.28,1,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,1,0,0,1,0,0,1,0,0,0,81,5,323,30,0,0,180,0.682,3,0,high,0.99,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)', 'R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0014_cyber_risk,alaris-19d272f77cb-000d,2026-03-25T22:48:35.518Z,alaris_gp,7.1.0,720,2,0,2,0,0,0,0,0.0,1.0,4.0,4.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,145,72,1,1,14,0.183,1,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0015_ideal,alaris-19d272f77cc-000e,2026-03-25T22:48:35.518Z,alaris_gp,9.12,2153,7,0,7,0,0,0,0,0.0,1.0,17.0,17.0,0.0,0.0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,0,0,0,1,1,510,1,0,0,0,70,5,16,89,0,1,9,0.024,0,0,low,0.0,[]
alaris_0016_neglected,alaris-19d272f77cd-000f,2026-03-25T22:48:35.518Z,alaris_gp,7.2.0,1235,2,0,2,0,0,0,0,0.0,1.0,4.0,4.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,279,32,0,0,108,0.759,4,0,medium,0.51,"['R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0017_neglected,alaris-19d272f77ce-0010,2026-03-25T22:48:35.518Z,alaris_gp,7.2.0,3107,5,0,4,1,0,1,0,0.0,1.667,5.0,5.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,110,48,0,0,290,0.614,1,0,medium,0.35,"['R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']"
alaris_0018_ideal,alaris-19d272f77cf-0011,2026-03-25T22:48:35.518Z,alaris_gp,9.12,2195,7,0,0,6,1,0,0,0.143,1.0,7.778,7.778,0.0,0.0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,22,93,0,1,1,0.03,0,0,low,0.0,[]
alaris_0019_cyber_risk,alaris-19d272f77d1-0012,2026-03-25T22:48:35.519Z,alaris_gp,6.0.2,362,1,0,0,1,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,0,0,1,0,0,0,70,5,120,65,1,1,24,0.137,1,0,high,0.725,"['R05: Firmware version has known CVE vulnerability', 'R13: VTBI not set — no infusion completion detection']"
alaris_0020_ideal,alaris-19d272f77d2-0013,2026-03-25T22:48:35.519Z,alaris_gp,9.12,934,3,0,3,0,0,0,0,0.0,1.0,5.0,5.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,11,96,0,1,6,0.027,0,0,low,0.0,[]
alaris_0021_ideal,alaris-19d272f77d3-0014,2026-03-25T22:48:35.519Z,alaris_gp,9.12,2528,8,0,8,0,0,0,0,0.0,1.0,10.0,10.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,14,91,0,1,1,0.006,0,0,low,0.0,[]
alaris_0022_ideal,alaris-19d272f77d4-0015,2026-03-25T22:48:35.519Z,alaris_gp,9.12,1870,4,1,0,3,0,1,0,0.25,0.571,9.0,12.0,3.0,0.25,0,U/h,insulin,INSULIN,1,1,10,0.5,50,1,0,0,1,1,510,1,0,0,0,70,5,2,82,0,1,2,0.002,0,0,medium,0.4,['R10: 10% dose error (≥10% relative error)']
alaris_0023_ideal,alaris-19d272f77d5-0016,2026-03-25T22:48:35.519Z,alaris_gp,9.12,319,1,1,0,0,0,0,0,1.0,1.0,18.563,18.563,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,66,5,4,80,0,1,8,0.026,0,0,low,0.0,[]
alaris_0024_ideal,alaris-19d272f77d6-0017,2026-03-25T22:48:35.519Z,alaris_gp,9.12,1869,6,0,6,0,0,0,0,0.0,1.0,16.0,16.0,0.0,0.0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,0,0,0,1,0,0,1,0,0,0,70,5,18,90,0,1,5,0.022,0,0,medium,0.25,['R13: VTBI not set — no infusion completion detection']
alaris_0025_neglected,alaris-19d272f77d7-0018,2026-03-25T22:48:35.519Z,alaris_gp,7.2.0,2516,4,0,4,0,0,0,0,0.0,1.0,14.85,16.5,1.65,0.1,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,0,0,1,0,0,0,88,5,204,30,0,0,179,0.784,1,0,medium,0.51,"['R10: 10% dose error (≥10% relative error)', 'R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']"
alaris_0026_ideal,alaris-19d272f77d8-0019,2026-03-25T22:48:35.519Z,alaris_gp,9.12,3685,10,1,3,6,0,1,0,0.1,1.429,9.0,15.0,6.0,0.4,1,U/h,insulin,INSULIN,1,1,10,0.5,50,1,0,0,1,1,510,1,0,0,0,70,5,9,100,0,1,1,0.017,0,0,high,0.84,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)']"
alaris_0027_ideal,alaris-19d272f77d9-001a,2026-03-25T22:48:35.519Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0.0,1.0,5.719,5.719,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,61,5,2,87,0,1,11,0.029,0,0,low,0.0,[]
alaris_0028_ideal,alaris-19d272f77da-001b,2026-03-25T22:48:35.519Z,alaris_gp,9.12,324,1,0,0,1,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,23,92,0,1,10,0.023,0,0,medium,0.25,['R13: VTBI not set — no infusion completion detection']
alaris_0029_cyber_risk,alaris-19d272f77db-001c,2026-03-25T22:48:35.519Z,alaris_gp,8.05,0,0,0,0,0,0,0,0,0.0,1.0,2.0,2.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,98,58,1,1,20,0.038,2,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0030_cyber_risk,alaris-19d272f77dc-001d,2026-03-25T22:48:35.519Z,alaris_gp,6.0.2,353,1,0,1,0,0,0,0,0.0,1.0,3.0,3.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,130,55,1,1,28,0.015,2,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0031_ideal,alaris-19d272f77dd-001e,2026-03-25T22:48:35.519Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0.0,1.0,16.667,17.222,0.555,0.0322,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,3,99,0,1,0,0.044,0,0,low,0.0,[]
alaris_0032_ideal,alaris-19d272f77de-001f,2026-03-25T22:48:35.519Z,alaris_gp,9.12,13472,43,0,0,7,36,0,0,0.837,1.0,0.633,0.641,0.008,0.0125,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,1,98,0,1,2,0.04,0,0,low,0.0,[]
alaris_0033_ideal,alaris-19d272f77e0-0020,2026-03-25T22:48:35.520Z,alaris_gp,9.12,621,2,0,2,0,0,0,0,0.0,1.0,4.0,4.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,5,96,0,1,5,0.017,0,0,low,0.0,[]
alaris_0034_ideal,alaris-19d272f77e2-0021,2026-03-25T22:48:35.521Z,alaris_gp,9.12,6623,20,20,0,0,0,0,1,1.0,1.0,1.2,1.493,0.293,0.1962,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,10,86,0,1,2,0.03,0,0,medium,0.42,"['R10: 10% dose error (≥10% relative error)', 'R15: Boundary hit during rate entry — operator tested limits']"
alaris_0035_ideal,alaris-19d272f77e3-0022,2026-03-25T22:48:35.521Z,alaris_gp,9.12,322,1,0,1,0,0,0,0,0.0,1.0,3.0,3.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,5,92,0,1,3,0.012,0,0,low,0.0,[]
alaris_0036_ideal,alaris-19d272f77e4-0023,2026-03-25T22:48:35.521Z,alaris_gp,9.12,636,2,1,1,0,0,0,0,0.5,1.0,19.2,19.2,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,64,5,7,84,0,1,2,0.005,0,0,low,0.0,[]
alaris_0037_ideal,alaris-19d272f77e5-0024,2026-03-25T22:48:35.521Z,alaris_gp,9.12,2197,7,0,7,0,0,0,0,0.0,1.0,9.0,9.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,6,81,0,1,4,0.017,0,0,low,0.0,[]
alaris_0038_ideal,alaris-19d272f77e6-0025,2026-03-25T22:48:35.521Z,alaris_gp,9.12,7565,23,20,0,3,0,1,1,0.87,0.885,1.197,1.94,0.743,0.383,1,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,8,87,0,1,4,0.033,0,0,high,0.86,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)', 'R15: Boundary hit during rate entry — operator tested limits']"
alaris_0039_ideal,alaris-19d272f77e7-0026,2026-03-25T22:48:35.521Z,alaris_gp,9.12,2247,7,0,3,4,0,1,0,0.0,7.0,1.0,1.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,8,93,0,1,6,0.015,0,0,low,0.0,[]
alaris_0040_ideal,alaris-19d272f77e8-0027,2026-03-25T22:48:35.521Z,alaris_gp,9.12,3122,10,0,0,9,1,0,0,0.1,1.0,6.111,6.111,0.0,0.0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,14,86,0,1,6,0.031,0,0,low,0.0,[]
alaris_0041_ideal,alaris-19d272f77e9-0028,2026-03-25T22:48:35.521Z,alaris_gp,9.12,2495,8,0,8,0,0,0,0,0.0,1.0,18.0,18.0,0.0,0.0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,0,0,0,1,1,510,1,0,0,0,70,5,14,92,0,1,11,0.04,0,0,low,0.0,[]
alaris_0042_ideal,alaris-19d272f77ea-0029,2026-03-25T22:48:35.521Z,alaris_gp,9.12,1246,4,0,4,0,0,0,0,0.0,1.0,6.0,6.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,22,96,0,1,10,0.048,0,0,low,0.0,[]
alaris_0043_cyber_risk,alaris-19d272f77eb-002a,2026-03-25T22:48:35.521Z,alaris_gp,8.05,370,1,0,0,1,0,0,0,0.0,1.0,9.0,9.0,0.0,0.0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,0,0,0,1,1,510,1,0,0,0,70,5,174,61,1,1,1,0.26,0,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0044_neglected,alaris-19d272f77ec-002b,2026-03-25T22:48:35.521Z,alaris_gp,7.2.0,3739,6,4,2,0,0,0,0,0.667,1.0,40.0,43.333,3.333,0.0769,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,0,0,1,0,0,0,70,5,180,16,0,0,329,0.306,5,0,medium,0.515,"['R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R17: Battery critically low (<20%)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0045_ideal,alaris-19d272f77ed-002c,2026-03-25T22:48:35.521Z,alaris_gp,9.12,1247,4,0,4,0,0,0,0,0.0,1.0,6.0,6.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,26,80,0,1,13,0.041,0,0,low,0.0,[]
alaris_0046_emergency,alaris-19d272f77ee-002d,2026-03-25T22:48:35.521Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0.0,1.0,100.0,97.0,3.0,0.0309,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,246,50,0,1,30,0.403,1,0,medium,0.325,"['R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection']"
alaris_0047_emergency,alaris-19d272f77f0-002e,2026-03-25T22:48:35.522Z,alaris_gp,9.12,3121,15,11,4,0,0,0,0,0.733,1.0,214.0,242.0,28.0,0.1157,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,151,68,0,0,19,0.2,0,0,high,0.875,"['R04: MANUAL mode with high rate (>200 ml/h) — no library protection', 'R10: 10% dose error (≥10% relative error)', 'R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection', 'R18: Not connected to Gateway — no remote monitoring']"
alaris_0048_ideal,alaris-19d272f77f1-002f,2026-03-25T22:48:35.522Z,alaris_gp,9.12,1868,6,0,6,0,0,0,0,0.0,1.0,8.0,8.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,23,86,0,1,3,0.011,0,0,low,0.0,[]
alaris_0049_cyber_risk,alaris-19d272f77f2-0030,2026-03-25T22:48:35.522Z,alaris_gp,7.1.0,2515,7,0,7,0,0,0,0,0.0,1.0,11.25,11.25,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,50,5,63,72,1,1,18,0.092,0,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0050_ideal,alaris-19d272f77f3-0031,2026-03-25T22:48:35.522Z,alaris_gp,9.12,1235,4,0,4,0,0,0,0,0.0,1.0,6.0,6.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,16,92,0,1,4,0.016,0,0,low,0.0,[]
alaris_0051_neglected,alaris-19d272f77f4-0032,2026-03-25T22:48:35.522Z,alaris_gp,7.2.0,3186,5,0,1,3,1,1,0,0.2,1.667,10.0,11.667,1.667,0.1429,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,184,26,0,0,200,0.304,3,0,medium,0.455,"['R10: 10% dose error (≥10% relative error)', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0052_ideal,alaris-19d272f77f5-0033,2026-03-25T22:48:35.522Z,alaris_gp,9.12,11285,36,0,0,7,29,0,0,0.806,1.0,0.703,0.725,0.022,0.0303,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,12,80,0,1,7,0.037,0,0,low,0.0,[]
alaris_0053_ideal,alaris-19d272f77f6-0034,2026-03-25T22:48:35.522Z,alaris_gp,9.12,3708,10,1,3,6,0,1,0,0.1,1.429,9.0,15.0,6.0,0.4,1,U/h,insulin,INSULIN,1,1,10,0.5,50,1,0,0,1,1,510,1,0,0,0,70,5,14,95,0,1,11,0.016,0,0,high,0.84,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)']"
alaris_0054_ideal,alaris-19d272f77f7-0035,2026-03-25T22:48:35.522Z,alaris_gp,9.12,4075,11,0,9,2,0,1,0,0.0,1.571,9.0,11.0,2.0,0.1818,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,1,0,0,1,1,507,1,0,0,0,70,5,23,86,0,1,13,0.029,0,0,medium,0.4,['R10: 10% dose error (≥10% relative error)']
alaris_0055_cyber_risk,alaris-19d272f77f8-0036,2026-03-25T22:48:35.522Z,alaris_gp,8.1.3,0,0,0,0,0,0,0,0,0.0,1.0,2.0,2.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,116,68,1,1,3,0.051,0,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0056_emergency,alaris-19d272f77f9-0037,2026-03-25T22:48:35.522Z,alaris_gp,9.12,2080,10,0,0,5,5,0,0,0.5,1.0,45.0,59.0,14.0,0.2373,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,37,38,0,0,9,0.101,3,0,medium,0.485,"['R10: 10% dose error (≥10% relative error)', 'R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0057_ideal,alaris-19d272f77fa-0038,2026-03-25T22:48:35.522Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0.0,1.0,2.0,2.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,0,0,1,0,0,0,70,5,5,83,0,1,0,0.044,0,0,medium,0.25,['R13: VTBI not set — no infusion completion detection']
alaris_0058_ideal,alaris-19d272f77fc-0039,2026-03-25T22:48:35.523Z,alaris_gp,9.12,3764,10,1,3,6,0,1,0,0.1,1.429,9.0,15.0,6.0,0.4,1,U/h,insulin,INSULIN,1,1,10,0.5,50,1,0,0,1,0,0,1,0,0,0,70,5,0,98,0,1,7,0.006,0,0,high,0.865,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)', 'R13: VTBI not set — no infusion completion detection']"
alaris_0059_ideal,alaris-19d272f77fd-003a,2026-03-25T22:48:35.523Z,alaris_gp,9.12,635,2,0,2,0,0,0,0,0.0,1.0,4.0,4.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,15,82,0,1,1,0.033,0,0,low,0.0,[]
alaris_0060_neglected,alaris-19d272f77fe-003b,2026-03-25T22:48:35.523Z,alaris_gp,7.2.0,1885,3,0,3,0,0,0,0,0.0,1.0,9.3,8.137,1.163,0.1429,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,0,0,1,0,0,0,62,5,120,38,0,0,120,0.341,5,0,medium,0.48,"['R10: 10% dose error (≥10% relative error)', 'R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
